@RELATION appendixE_666_pointO_pulse_only

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
565,132,6,37,61,7129,7111,120,28.8,-2,0.02776325077,0.00855399581,43.24050633
565,132,4,40,56,7129,7111,120,28.8,-2,0.05374965463,0.007946059249,38.27848101
565,132,5,40,60,7129,7111,120,28.8,-2,0.05047772781,0.008184851758,41.01265823
565,132,6,40,64,7129,7111,120,28.8,-2,0.04660723274,0.008432184588,42.93670886
566,132,4,30,46,7129,7111,120,28.8,0,0.001236591164,0.001236591164,46
566,132,5,30,50,7129,7111,120,28.8,0,0.002318479925,0.002318479925,50
566,132,6,30,54,7129,7111,120,28.8,0,0.004052031524,0.004052031524,54
566,132,4,32,48,7129,7111,120,28.8,0,0.001169005067,0.0002004768218,40.70886076
566,132,5,32,52,7129,7111,120,28.8,0,0.000527869406,0.000203999101,44.75949367
566,132,6,32,56,7129,7111,120,28.8,0,0.0002080070327,0.0001999162658,52.4556962
566,132,4,34.5,50.5,7129,7111,120,28.8,0,0.01034009558,0.0002017115904,38.99367089
566,132,5,34.5,54.5,7129,7111,120,28.8,0,0.008108727011,0.0002276228154,42.08227848
566,132,6,34.5,58.5,7129,7111,120,28.8,0,0.005813518016,0.0002119228455,45.17088608
566,132,4,37,53,7129,7111,120,28.8,0,0.02548362496,0.0002469506972,38.91139241
566,132,5,37,57,7129,7111,120,28.8,0,0.02230209439,0.0001999014412,41.12658228
566,132,6,37,61,7129,7111,120,28.8,0,0.01874081775,0.0002418501048,44.01265823
566,132,4,40,56,7129,7111,120,28.8,0,0.04588143338,0.0002969896861,38.27848101
566,132,5,40,60,7129,7111,120,28.8,0,0.04233121456,0.0002212305264,41.01265823
566,132,6,40,64,7129,7111,120,28.8,0,0.03813932042,0.0002841385442,42.93670886
