@RELATION appendixE_04_explore

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
592.6408147,144.8738766,3.013538724,48.12226651,60.1764214,7129,7111,120,28.8,40.4077529,0.6283942917,0.6235105235,54.03597024
603.9755783,152.7805379,6.843344301,32.74517317,60.11855038,7129,7111,120,28.8,55.1706186,0.8523645365,0.8363397487,41.71491251
602.1211813,114.8898127,5.101072756,35.66137717,56.06566819,7129,7111,120,28.8,89.35254991,0.9714537007,0.967700281,41.19110316
581.9561333,141.9065772,6.467152783,39.46072494,65.32933607,7129,7111,120,28.8,22.00568944,0.4662317571,0.4629813564,57.32982553
589.0322273,130.5178925,4.978953802,29.34613347,49.26194868,7129,7111,120,28.8,47.54656209,0.8715509533,0.8590243177,38.20314387
596.1386525,154.5443299,6.58975233,26.71125336,53.07026269,7129,7111,120,28.8,37.73297501,0.7619909108,0.7499109723,40.07346366
603.0202298,102.7394131,7.714579845,29.62739825,60.48571763,7129,7111,120,28.8,103.3010466,0.9899748322,0.9888065567,39.50087682
521.6534392,137.7676894,4.968350776,41.71166894,61.58507204,7129,7111,120,28.8,-94.46081097,0.9433805638,0.9371886286,46.50301358
592.6405808,121.6622891,7.563984707,25.8418214,56.09776023,7129,7111,120,28.8,63.61887258,0.9594278828,0.9537408839,36.63527199
553.8404435,141.2901379,3.871920488,31.77878102,47.26646297,7129,7111,120,28.8,-33.60925082,0.6741030386,0.669678352,41.47873281
600.6302563,128.9088007,6.82701003,22.14500778,49.4530479,7129,7111,120,28.8,72.35171185,0.967353528,0.9613450154,31.28662214
609.4469827,103.3865835,5.783122,39.08519971,62.21768771,7129,7111,120,28.8,115.5073819,0.9873336473,0.98598689,45.71095424
594.8297721,121.1657078,5.785133455,38.59270707,61.73324089,7129,7111,120,28.8,68.49383636,0.9386689846,0.9322861658,46.61489618
589.9037657,114.9708618,4.070841397,25.84319133,42.12655692,7129,7111,120,28.8,64.83666963,0.9569629652,0.9485724059,30.95012345
594.9093152,135.8427341,4.465380727,30.45886965,48.32039256,7129,7111,120,28.8,53.97589623,0.8787557163,0.8611100558,36.48682703
574.2856309,108.9623562,6.853871401,25.51746624,52.93295184,7129,7111,120,28.8,39.60890566,0.9226734838,0.9129216026,33.48819402
568.5751475,132.1101844,3.533775632,36.84814934,50.98325187,7129,7111,120,28.8,5.04011062,0.07664931142,0.04706570504,36.41660848
537.9213361,116.312683,7.927775959,24.5295983,56.24070213,7129,7111,120,28.8,-40.47001076,0.9198991185,0.9093557134,35.58085237
575.6779219,120.6056243,5.024139555,22.50093496,42.59749318,7129,7111,120,28.8,30.75021948,0.8040090776,0.7775358303,28.68810765
541.5297173,151.9748509,5.060409848,47.43908915,67.68072855,7129,7111,120,28.8,-68.91541621,0.8447614563,0.8321377483,53.86833497
602.3297219,158.1728336,5.055066441,42.83547596,63.05574173,7129,7111,120,28.8,46.48661031,0.7009052122,0.6861089569,51.47407488
537.751389,150.9063813,7.847329902,24.83950421,56.22882382,7129,7111,120,28.8,-75.40360342,0.9456167917,0.9377401581,35.57333752
541.5130729,139.4630782,4.075009974,25.84301801,42.1430579,7129,7111,120,28.8,-56.43693236,0.8911010475,0.8760620159,32.68237144
531.5447273,156.5266166,7.562424401,26.63977606,56.88947366,7129,7111,120,28.8,-93.43716186,0.9548883533,0.9487051115,37.15230933
539.032658,119.7544635,7.939675466,24.60170584,56.3604077,7129,7111,120,28.8,-41.68914751,0.9171589852,0.9066833423,35.65658446
547.0407759,151.6702741,7.761454993,43.00941718,74.05523715,7129,7111,120,28.8,-57.58872229,0.8262878061,0.8146306805,54.40792934
565.8939378,115.8303925,3.80558651,33.40126173,48.62360777,7129,7111,120,28.8,15.95748308,0.4499572124,0.4430953117,38.70042251
581.3442703,101.5781215,5.96660644,29.61079117,53.47721693,7129,7111,120,28.8,61.11041914,0.9691238062,0.9645891745,37.10664032
604.5123808,100.7979014,3.624505869,31.17642715,45.67445062,7129,7111,120,28.8,108.2268601,0.9887981084,0.9868074317,34.48887088
554.4935668,101.5235876,5.008430839,36.93819744,56.97192079,7129,7111,120,28.8,7.463545939,0.2872822583,0.2872822583,56.97192079
542.47793,119.4195589,6.928928162,29.80990178,57.52561443,7129,7111,120,28.8,-34.4636989,0.8439431583,0.8352924827,39.91573246
564.1975793,119.9234831,4.369056193,42.34417839,59.82040316,7129,7111,120,28.8,8.47167553,0.1655804112,0.1575037995,45.17050851
549.0827367,105.0394513,5.104363637,29.22547428,49.64292882,7129,7111,120,28.8,-6.873977922,0.3437044516,0.3437044516,49.64292882
551.8690478,150.392675,5.103251934,35.12655305,55.53956079,7129,7111,120,28.8,-46.65457937,0.7765808377,0.7524812656,40.80457527
539.682921,149.8103756,7.14397683,48.55447841,77.13038573,7129,7111,120,28.8,-70.44453356,0.8619930959,0.8530730345,58.24131168
535.2362477,115.962126,6.94368191,30.75991452,58.53464216,7129,7111,120,28.8,-45.4896305,0.9130058567,0.9049839893,43.00504322
527.025533,113.6452305,6.068938578,48.23432065,72.51007496,7129,7111,120,28.8,-59.59416449,0.9186408244,0.9122314836,56.23230303
572.9912158,152.8760021,5.193040575,49.33875462,70.11091692,7129,7111,120,28.8,-6.893570543,0.07075224121,0.06422790157,32.9092059
606.0570184,139.6194864,6.441121942,41.51001904,67.27450681,7129,7111,120,28.8,72.49455046,0.9082840095,0.9001009818,49.42616827
531.3105786,142.0637112,4.263134163,23.84221253,40.89474918,7129,7111,120,28.8,-79.44255402,0.9504478052,0.9386056844,28.37594841
609.5065203,155.9505898,6.02531178,26.36778246,50.46902958,7129,7111,120,28.8,63.06245081,0.8987349033,0.8825534821,35.01932664
560.1526159,107.4615848,4.954051565,27.47839785,47.29460411,7129,7111,120,28.8,12.84364707,0.4815727164,0.4812565129,43.4338201
578.2649813,105.3532734,6.961493297,23.76639986,51.61237304,7129,7111,120,28.8,51.17668914,0.9635678407,0.9582502857,32.6527258
